time;sec;nsec;beacon_id;x;y;log_w;cov_00;cov_01;cov_10;cov_11
1510921998.850794;1510921998;850794076;177;0.6084178791007753;-0.9804943479677166;0.0;0.0020581563080495227;0.007801012140610976;0.007801012140610976;0.037100876591020425
1510921999.055238;1510921999;55238008;177;0.6495003896170204;-0.5896203702217283;0.0;0.00039999998989515007;0.0;0.0;0.038759032909174804
1510921999.055238;1510921999;55238008;177;0.6084178791007755;-0.198746392475741;0.0;0.002058156308049514;-0.007801012140610957;-0.007801012140610956;0.037100876591020425
1510921999.055238;1510921999;55238008;177;0.4869658503973575;0.1750445168213045;0.0;0.006745914971226477;-0.01425315841213985;-0.01425315841213985;0.03241311792784348
1510921999.055238;1510921999;55238008;177;0.29045233995259956;0.5154159012853426;0.0;0.013652719919612245;-0.01824080410833061;-0.01824080410833061;0.025506312979457713
1510921999.055238;1510921999;55238008;177;0.027465931149382117;0.807491898132182;0.0;0.02158432183127779;-0.019074449061687995;-0.019074449061687995;0.01757471106779216
1510921999.055238;1510921999;55238008;177;-0.2904996079987936;1.0385073847634851;0.0;0.02916927467935489;-0.016609948486349873;-0.01660994848634987;0.009989758219715067
1510921999.055238;1510921999;55238008;177;-0.6495476576632147;1.1983658758781695;0.0;0.035096071209277616;-0.011273436921077035;-0.011273436921077037;0.004062961689792332
1510921999.055238;1510921999;55238008;177;-1.0339860951698496;1.2800807883283754;0.0;0.03833991445776622;-0.003987645696190771;-0.003987645696190771;0.0008191184413037481
1510921999.055238;1510921999;55238008;177;-1.4270131160593658;1.2800807883283758;0.0;0.03833991445776622;0.003987645696190757;0.003987645696190757;0.000819118441303745
1510921999.055238;1510921999;55238008;177;-1.8114515535660012;1.19836587587817;0.0;0.03509607120927763;0.011273436921077032;0.011273436921077032;0.004062961689792328
1510921999.055238;1510921999;55238008;177;-2.1704996032304216;1.0385073847634856;0.0;0.029169274679354908;0.016609948486349863;0.016609948486349866;0.009989758219715053
1510921999.055238;1510921999;55238008;177;-2.4884651423785975;0.8074918981321827;0.0;0.021584321831277807;0.019074449061687992;0.019074449061687995;0.017574711067792143
1510921999.055238;1510921999;55238008;177;-2.751451551181815;0.5154159012853429;0.0;0.01365271991961225;0.01824080410833061;0.01824080410833061;0.025506312979457702
1510921999.055238;1510921999;55238008;177;-2.947965061626573;0.17504451682130506;0.0;0.006745914971226486;0.014253158412139857;0.014253158412139857;0.03241311792784346
1510921999.055238;1510921999;55238008;177;-3.069417090329991;-0.19874639247574022;0.0;0.0020581563080495214;0.007801012140610975;0.007801012140610975;0.037100876591020425
1510921999.055238;1510921999;55238008;177;-3.1104996008462367;-0.5896203702217281;0.0;0.00039999998989515007;4.530540601846288e-18;4.530540601846288e-18;0.038759032909174804
1510921999.055238;1510921999;55238008;177;-3.0694170903299915;-0.9804943479677152;0.0;0.00205815630804951;-0.007801012140610949;-0.007801012140610949;0.037100876591020425
1510921999.055238;1510921999;55238008;177;-2.947965061626574;-1.3542852572647606;0.0;0.006745914971226466;-0.01425315841213984;-0.014253158412139838;0.03241311792784349
1510921999.055238;1510921999;55238008;177;-2.751451551181816;-1.6946566417287992;0.0;0.013652719919612236;-0.018240804108330608;-0.018240804108330604;0.025506312979457716
1510921999.055238;1510921999;55238008;177;-2.4884651423785984;-1.9867326385756385;0.0;0.021584321831277783;-0.019074449061687995;-0.019074449061687995;0.017574711067792168
1510921999.055238;1510921999;55238008;177;-2.1704996032304233;-2.2177481252069415;0.0;0.02916927467935487;-0.01660994848634988;-0.01660994848634988;0.009989758219715084
1510921999.055238;1510921999;55238008;177;-1.8114515535660016;-2.3776066163216263;0.0;0.035096071209277616;-0.01127343692107704;-0.011273436921077039;0.004062961689792335
1510921999.055238;1510921999;55238008;177;-1.4270131160593675;-2.459321528771832;0.0;0.0383399144577662;-0.003987645696190793;-0.003987645696190794;0.0008191184413037527
1510921999.055238;1510921999;55238008;177;-1.033986095169851;-2.459321528771832;0.0;0.03833991445776622;0.003987645696190744;0.003987645696190744;0.0008191184413037423
1510921999.055238;1510921999;55238008;177;-0.6495476576632151;-2.3776066163216263;0.0;0.03509607120927762;0.01127343692107703;0.01127343692107703;0.004062961689792327
1510921999.055238;1510921999;55238008;177;-0.29049960799879504;-2.217748125206943;0.0;0.029169274679354918;0.016609948486349856;0.016609948486349856;0.00998975821971504
1510921999.055238;1510921999;55238008;177;0.02746593114938123;-1.9867326385756394;0.0;0.021584321831277814;0.019074449061688;0.019074449061688;0.017574711067792143
1510921999.055238;1510921999;55238008;177;0.29045233995259934;-1.6946566417287996;0.0;0.01365271991961225;0.01824080410833061;0.01824080410833061;0.025506312979457702
1510921999.055238;1510921999;55238008;177;0.48696585039735685;-1.3542852572647626;0.0;0.0067459149712265;0.01425315841213987;0.01425315841213987;0.032413117927843446
1510921999.055238;1510921999;55238008;177;0.6084178791007753;-0.9804943479677166;0.0;0.0020581563080495227;0.007801012140610976;0.007801012140610976;0.037100876591020425
1510921999.157535;1510921999;157535076;177;0.6495003896170204;-0.5896203702217283;0.0;0.00039999998989515007;0.0;0.0;0.038759032909174804
1510921999.157535;1510921999;157535076;177;0.6084178791007755;-0.198746392475741;0.0;0.002058156308049514;-0.007801012140610957;-0.007801012140610956;0.037100876591020425
1510921999.157535;1510921999;157535076;177;0.4869658503973575;0.1750445168213045;0.0;0.006745914971226477;-0.01425315841213985;-0.01425315841213985;0.03241311792784348
1510921999.157535;1510921999;157535076;177;0.29045233995259956;0.5154159012853426;0.0;0.013652719919612245;-0.01824080410833061;-0.01824080410833061;0.025506312979457713
1510921999.157535;1510921999;157535076;177;0.027465931149382117;0.807491898132182;0.0;0.02158432183127779;-0.019074449061687995;-0.019074449061687995;0.01757471106779216
1510921999.157535;1510921999;157535076;177;-0.2904996079987936;1.0385073847634851;0.0;0.02916927467935489;-0.016609948486349873;-0.01660994848634987;0.009989758219715067
1510921999.157535;1510921999;157535076;177;-0.6495476576632147;1.1983658758781695;0.0;0.035096071209277616;-0.011273436921077035;-0.011273436921077037;0.004062961689792332
1510921999.157535;1510921999;157535076;177;-1.0339860951698496;1.2800807883283754;0.0;0.03833991445776622;-0.003987645696190771;-0.003987645696190771;0.0008191184413037481
1510921999.157535;1510921999;157535076;177;-1.4270131160593658;1.2800807883283758;0.0;0.03833991445776622;0.003987645696190757;0.003987645696190757;0.000819118441303745
1510921999.157535;1510921999;157535076;177;-1.8114515535660012;1.19836587587817;0.0;0.03509607120927763;0.011273436921077032;0.011273436921077032;0.004062961689792328
1510921999.157535;1510921999;157535076;177;-2.1704996032304216;1.0385073847634856;0.0;0.029169274679354908;0.016609948486349863;0.016609948486349866;0.009989758219715053
1510921999.157535;1510921999;157535076;177;-2.4884651423785975;0.8074918981321827;0.0;0.021584321831277807;0.019074449061687992;0.019074449061687995;0.017574711067792143
1510921999.157535;1510921999;157535076;177;-2.751451551181815;0.5154159012853429;0.0;0.01365271991961225;0.01824080410833061;0.01824080410833061;0.025506312979457702
1510921999.157535;1510921999;157535076;177;-2.947965061626573;0.17504451682130506;0.0;0.006745914971226486;0.014253158412139857;0.014253158412139857;0.03241311792784346
1510921999.157535;1510921999;157535076;177;-3.069417090329991;-0.19874639247574022;0.0;0.0020581563080495214;0.007801012140610975;0.007801012140610975;0.037100876591020425
1510921999.157535;1510921999;157535076;177;-3.1104996008462367;-0.5896203702217281;0.0;0.00039999998989515007;4.530540601846288e-18;4.530540601846288e-18;0.038759032909174804
1510921999.157535;1510921999;157535076;177;-3.0694170903299915;-0.9804943479677152;0.0;0.00205815630804951;-0.007801012140610949;-0.007801012140610949;0.037100876591020425
1510921999.157535;1510921999;157535076;177;-2.947965061626574;-1.3542852572647606;0.0;0.006745914971226466;-0.01425315841213984;-0.014253158412139838;0.03241311792784349
1510921999.157535;1510921999;157535076;177;-2.751451551181816;-1.6946566417287992;0.0;0.013652719919612236;-0.018240804108330608;-0.018240804108330604;0.025506312979457716
1510921999.157535;1510921999;157535076;177;-2.4884651423785984;-1.9867326385756385;0.0;0.021584321831277783;-0.019074449061687995;-0.019074449061687995;0.017574711067792168
1510921999.157535;1510921999;157535076;177;-2.1704996032304233;-2.2177481252069415;0.0;0.02916927467935487;-0.01660994848634988;-0.01660994848634988;0.009989758219715084
1510921999.157535;1510921999;157535076;177;-1.8114515535660016;-2.3776066163216263;0.0;0.035096071209277616;-0.01127343692107704;-0.011273436921077039;0.004062961689792335
1510921999.157535;1510921999;157535076;177;-1.4270131160593675;-2.459321528771832;0.0;0.0383399144577662;-0.003987645696190793;-0.003987645696190794;0.0008191184413037527
1510921999.157535;1510921999;157535076;177;-1.033986095169851;-2.459321528771832;0.0;0.03833991445776622;0.003987645696190744;0.003987645696190744;0.0008191184413037423
1510921999.157535;1510921999;157535076;177;-0.6495476576632151;-2.3776066163216263;0.0;0.03509607120927762;0.01127343692107703;0.01127343692107703;0.004062961689792327
1510921999.157535;1510921999;157535076;177;-0.29049960799879504;-2.217748125206943;0.0;0.029169274679354918;0.016609948486349856;0.016609948486349856;0.00998975821971504
1510921999.157535;1510921999;157535076;177;0.02746593114938123;-1.9867326385756394;0.0;0.021584321831277814;0.019074449061688;0.019074449061688;0.017574711067792143
1510921999.157535;1510921999;157535076;177;0.29045233995259934;-1.6946566417287996;0.0;0.01365271991961225;0.01824080410833061;0.01824080410833061;0.025506312979457702
1510921999.157535;1510921999;157535076;177;0.48696585039735685;-1.3542852572647626;0.0;0.0067459149712265;0.01425315841213987;0.01425315841213987;0.032413117927843446
1510921999.157535;1510921999;157535076;177;0.6084178791007753;-0.9804943479677166;0.0;0.0020581563080495227;0.007801012140610976;0.007801012140610976;0.037100876591020425
1510921999.25977;1510921999;259769916;177;0.6495003896170204;-0.5896203702217283;0.0;0.00039999998989515007;0.0;0.0;0.038759032909174804
1510921999.25977;1510921999;259769916;177;0.6084178791007755;-0.198746392475741;0.0;0.002058156308049514;-0.007801012140610957;-0.007801012140610956;0.037100876591020425
1510921999.25977;1510921999;259769916;177;0.4869658503973575;0.1750445168213045;0.0;0.006745914971226477;-0.01425315841213985;-0.01425315841213985;0.03241311792784348
1510921999.25977;1510921999;259769916;177;0.29045233995259956;0.5154159012853426;0.0;0.013652719919612245;-0.01824080410833061;-0.01824080410833061;0.025506312979457713
1510921999.25977;1510921999;259769916;177;0.027465931149382117;0.807491898132182;0.0;0.02158432183127779;-0.019074449061687995;-0.019074449061687995;0.01757471106779216
1510921999.25977;1510921999;259769916;177;-0.2904996079987936;1.0385073847634851;0.0;0.02916927467935489;-0.016609948486349873;-0.01660994848634987;0.009989758219715067
1510921999.25977;1510921999;259769916;177;-0.6495476576632147;1.1983658758781695;0.0;0.035096071209277616;-0.011273436921077035;-0.011273436921077037;0.004062961689792332
1510921999.25977;1510921999;259769916;177;-1.0339860951698496;1.2800807883283754;0.0;0.03833991445776622;-0.003987645696190771;-0.003987645696190771;0.0008191184413037481
1510921999.25977;1510921999;259769916;177;-1.4270131160593658;1.2800807883283758;0.0;0.03833991445776622;0.003987645696190757;0.003987645696190757;0.000819118441303745
1510921999.25977;1510921999;259769916;177;-1.8114515535660012;1.19836587587817;0.0;0.03509607120927763;0.011273436921077032;0.011273436921077032;0.004062961689792328
1510921999.25977;1510921999;259769916;177;-2.1704996032304216;1.0385073847634856;0.0;0.029169274679354908;0.016609948486349863;0.016609948486349866;0.009989758219715053
1510921999.25977;1510921999;259769916;177;-2.4884651423785975;0.8074918981321827;0.0;0.021584321831277807;0.019074449061687992;0.019074449061687995;0.017574711067792143
1510921999.25977;1510921999;259769916;177;-2.751451551181815;0.5154159012853429;0.0;0.01365271991961225;0.01824080410833061;0.01824080410833061;0.025506312979457702
1510921999.25977;1510921999;259769916;177;-2.947965061626573;0.17504451682130506;0.0;0.006745914971226486;0.014253158412139857;0.014253158412139857;0.03241311792784346
1510921999.25977;1510921999;259769916;177;-3.069417090329991;-0.19874639247574022;0.0;0.0020581563080495214;0.007801012140610975;0.007801012140610975;0.037100876591020425
1510921999.25977;1510921999;259769916;177;-3.1104996008462367;-0.5896203702217281;0.0;0.00039999998989515007;4.530540601846288e-18;4.530540601846288e-18;0.038759032909174804
1510921999.25977;1510921999;259769916;177;-3.0694170903299915;-0.9804943479677152;0.0;0.00205815630804951;-0.007801012140610949;-0.007801012140610949;0.037100876591020425
1510921999.25977;1510921999;259769916;177;-2.947965061626574;-1.3542852572647606;0.0;0.006745914971226466;-0.01425315841213984;-0.014253158412139838;0.03241311792784349
1510921999.25977;1510921999;259769916;177;-2.751451551181816;-1.6946566417287992;0.0;0.013652719919612236;-0.018240804108330608;-0.018240804108330604;0.025506312979457716
1510921999.25977;1510921999;259769916;177;-2.4884651423785984;-1.9867326385756385;0.0;0.021584321831277783;-0.019074449061687995;-0.019074449061687995;0.017574711067792168
1510921999.25977;1510921999;259769916;177;-2.1704996032304233;-2.2177481252069415;0.0;0.02916927467935487;-0.01660994848634988;-0.01660994848634988;0.009989758219715084
1510921999.25977;1510921999;259769916;177;-1.8114515535660016;-2.3776066163216263;0.0;0.035096071209277616;-0.01127343692107704;-0.011273436921077039;0.004062961689792335
1510921999.25977;1510921999;259769916;177;-1.4270131160593675;-2.459321528771832;0.0;0.0383399144577662;-0.003987645696190793;-0.003987645696190794;0.0008191184413037527
1510921999.25977;1510921999;259769916;177;-1.033986095169851;-2.459321528771832;0.0;0.03833991445776622;0.003987645696190744;0.003987645696190744;0.0008191184413037423
1510921999.25977;1510921999;259769916;177;-0.6495476576632151;-2.3776066163216263;0.0;0.03509607120927762;0.01127343692107703;0.01127343692107703;0.004062961689792327
1510921999.25977;1510921999;259769916;177;-0.29049960799879504;-2.217748125206943;0.0;0.029169274679354918;0.016609948486349856;0.016609948486349856;0.00998975821971504
1510921999.25977;1510921999;259769916;177;0.02746593114938123;-1.9867326385756394;0.0;0.021584321831277814;0.019074449061688;0.019074449061688;0.017574711067792143
1510921999.25977;1510921999;259769916;177;0.29045233995259934;-1.6946566417287996;0.0;0.01365271991961225;0.01824080410833061;0.01824080410833061;0.025506312979457702
1510921999.25977;1510921999;259769916;177;0.48696585039735685;-1.3542852572647626;0.0;0.0067459149712265;0.01425315841213987;0.01425315841213987;0.032413117927843446
1510921999.25977;1510921999;259769916;177;0.6084178791007753;-0.9804943479677166;0.0;0.0020581563080495227;0.007801012140610976;0.007801012140610976;0.037100876591020425
1510921999.464027;1510921999;464026927;177;0.6495003896170204;-0.5896203702217283;0.0;0.00039999998989515007;0.0;0.0;0.038759032909174804
1510921999.464027;1510921999;464026927;177;0.6084178791007755;-0.198746392475741;0.0;0.002058156308049514;-0.007801012140610957;-0.007801012140610956;0.037100876591020425
1510921999.464027;1510921999;464026927;177;0.4869658503973575;0.1750445168213045;0.0;0.006745914971226477;-0.01425315841213985;-0.01425315841213985;0.03241311792784348
1510921999.464027;1510921999;464026927;177;0.29045233995259956;0.5154159012853426;0.0;0.013652719919612245;-0.01824080410833061;-0.01824080410833061;0.025506312979457713
1510921999.464027;1510921999;464026927;177;0.027465931149382117;0.807491898132182;0.0;0.02158432183127779;-0.019074449061687995;-0.019074449061687995;0.01757471106779216
1510921999.464027;1510921999;464026927;177;-0.2904996079987936;1.0385073847634851;0.0;0.02916927467935489;-0.016609948486349873;-0.01660994848634987;0.009989758219715067
1510921999.464027;1510921999;464026927;177;-0.6495476576632147;1.1983658758781695;0.0;0.035096071209277616;-0.011273436921077035;-0.011273436921077037;0.004062961689792332
1510921999.464027;1510921999;464026927;177;-1.0339860951698496;1.2800807883283754;0.0;0.03833991445776622;-0.003987645696190771;-0.003987645696190771;0.0008191184413037481
1510921999.464027;1510921999;464026927;177;-1.4270131160593658;1.2800807883283758;0.0;0.03833991445776622;0.003987645696190757;0.003987645696190757;0.000819118441303745
1510921999.464027;1510921999;464026927;177;-1.8114515535660012;1.19836587587817;0.0;0.03509607120927763;0.011273436921077032;0.011273436921077032;0.004062961689792328
1510921999.464027;1510921999;464026927;177;-2.1704996032304216;1.0385073847634856;0.0;0.029169274679354908;0.016609948486349863;0.016609948486349866;0.009989758219715053
1510921999.464027;1510921999;464026927;177;-2.4884651423785975;0.8074918981321827;0.0;0.021584321831277807;0.019074449061687992;0.019074449061687995;0.017574711067792143
1510921999.464027;1510921999;464026927;177;-2.751451551181815;0.5154159012853429;0.0;0.01365271991961225;0.01824080410833061;0.01824080410833061;0.025506312979457702
1510921999.464027;1510921999;464026927;177;-2.947965061626573;0.17504451682130506;0.0;0.006745914971226486;0.014253158412139857;0.014253158412139857;0.03241311792784346
1510921999.464027;1510921999;464026927;177;-3.069417090329991;-0.19874639247574022;0.0;0.0020581563080495214;0.007801012140610975;0.007801012140610975;0.037100876591020425
1510921999.464027;1510921999;464026927;177;-3.1104996008462367;-0.5896203702217281;0.0;0.00039999998989515007;4.530540601846288e-18;4.530540601846288e-18;0.038759032909174804
1510921999.464027;1510921999;464026927;177;-3.0694170903299915;-0.9804943479677152;0.0;0.00205815630804951;-0.007801012140610949;-0.007801012140610949;0.037100876591020425
1510921999.464027;1510921999;464026927;177;-2.947965061626574;-1.3542852572647606;0.0;0.006745914971226466;-0.01425315841213984;-0.014253158412139838;0.03241311792784349
1510921999.464027;1510921999;464026927;177;-2.751451551181816;-1.6946566417287992;0.0;0.013652719919612236;-0.018240804108330608;-0.018240804108330604;0.025506312979457716
1510921999.464027;1510921999;464026927;177;-2.4884651423785984;-1.9867326385756385;0.0;0.021584321831277783;-0.019074449061687995;-0.019074449061687995;0.017574711067792168
1510921999.464027;1510921999;464026927;177;-2.1704996032304233;-2.2177481252069415;0.0;0.02916927467935487;-0.01660994848634988;-0.01660994848634988;0.009989758219715084
1510921999.464027;1510921999;464026927;177;-1.8114515535660016;-2.3776066163216263;0.0;0.035096071209277616;-0.01127343692107704;-0.011273436921077039;0.004062961689792335
1510921999.464027;1510921999;464026927;177;-1.4270131160593675;-2.459321528771832;0.0;0.0383399144577662;-0.003987645696190793;-0.003987645696190794;0.0008191184413037527
1510921999.464027;1510921999;464026927;177;-1.033986095169851;-2.459321528771832;0.0;0.03833991445776622;0.003987645696190744;0.003987645696190744;0.0008191184413037423
1510921999.464027;1510921999;464026927;177;-0.6495476576632151;-2.3776066163216263;0.0;0.03509607120927762;0.01127343692107703;0.01127343692107703;0.004062961689792327
1510921999.464027;1510921999;464026927;177;-0.29049960799879504;-2.217748125206943;0.0;0.029169274679354918;0.016609948486349856;0.016609948486349856;0.00998975821971504
