time;sec;nsec;id;x;y;z;qx;qy;qz;qw
1513594452.5511653;1513594452;551165331;66;0.001307487248734196;1.3467340485316173;0.0;0.0;0.0;0.0;1.0
1513594452.5511653;1513594452;551165331;66;-0.3406926758123756;1.3701837802333758;0.0;0.0;0.0;0.0;1.0
1513594452.5511653;1513594452;551165331;66;-0.7023645168485658;1.3190183470553212;0.0;0.0;0.0;0.0;1.0
1513594452.5511653;1513594452;551165331;66;-1.0769324148030186;1.175772926526568;0.0;0.0;0.0;0.0;1.0
1513594452.5511653;1513594452;551165331;66;-1.4367864764693448;0.9302380804252813;0.0;0.0;0.0;0.0;1.0
1513594452.5511653;1513594452;551165331;66;-1.5902413403522424;0.7737541942493649;0.0;0.0;0.0;0.0;1.0
1513594452.5511653;1513594452;551165331;66;-1.6808648141463576;0.6701258192996252;0.0;0.0;0.0;0.0;1.0
1513594452.5511653;1513594452;551165331;66;-1.7990202724880788;0.5056665794851508;0.0;0.0;0.0;0.0;1.0
1513594452.5511653;1513594452;551165331;66;-1.9109191153519987;0.2991102129223139;0.0;0.0;0.0;0.0;1.0
1513594452.5511653;1513594452;551165331;66;-2.0005887628967964;0.06043159636960724;0.0;0.0;0.0;0.0;1.0
1513594452.5511653;1513594452;551165331;66;-2.0582254782776377;-0.20533103476206477;0.0;0.0;0.0;0.0;1.0
1513594452.5511653;1513594452;551165331;66;-2.075358442252887;-0.493576991244239;0.0;0.0;0.0;0.0;1.0
1513594452.5511653;1513594452;551165331;66;1.529507057133755;-0.3887973962965961;0.0;0.0;0.0;0.0;1.0
1513594452.5511653;1513594452;551165331;66;1.4918827617954216;-0.08433430449455126;0.0;0.0;0.0;0.0;1.0
1513594452.5511653;1513594452;551165331;66;1.40996981072853;0.19360172421471206;0.0;0.0;0.0;0.0;1.0
1513594452.5511653;1513594452;551165331;66;4.722852720584908;-0.3617327897692767;0.0;0.0;0.0;0.0;1.0
1513594452.5511653;1513594452;551165331;66;4.659865879953094;0.1929551078306934;0.0;0.0;0.0;0.0;1.0
1513594452.5511653;1513594452;551165331;66;4.54220843921835;0.6963516028520396;0.0;0.0;0.0;0.0;1.0
1513594452.5511653;1513594452;551165331;66;4.377403015755092;1.1645731642412287;0.0;0.0;0.0;0.0;1.0
1513594452.5511653;1513594452;551165331;66;4.170388789220374;1.600805617880013;0.0;0.0;0.0;0.0;1.0
1513594452.5511653;1513594452;551165331;66;1.4968965771181368;-5.038719354168569;0.0;0.0;0.0;0.0;1.0
1513594452.5511653;1513594452;551165331;66;1.826184070476875;-4.907150130248603;0.0;0.0;0.0;0.0;1.0
1513594452.5511653;1513594452;551165331;66;2.2383453731974314;-4.715020105644889;0.0;0.0;0.0;0.0;1.0
1513594452.5511653;1513594452;551165331;66;2.628465206599994;-4.485203100363647;0.0;0.0;0.0;0.0;1.0
1513594452.5511653;1513594452;551165331;66;3.0019855989582096;-4.21353971327938;0.0;0.0;0.0;0.0;1.0
1513594452.5511653;1513594452;551165331;66;3.3615355708622534;-3.8925655522971843;0.0;0.0;0.0;0.0;1.0
1513594452.5511653;1513594452;551165331;66;3.707571465221657;-3.509777232400724;0.0;0.0;0.0;0.0;1.0
1513594452.5511653;1513594452;551165331;66;4.036209080756857;-3.046177129497913;0.0;0.0;0.0;0.0;1.0
1513594452.5511653;1513594452;551165331;66;4.340206401714386;-2.4643321805089715;0.0;0.0;0.0;0.0;1.0
1513594452.5511653;1513594452;551165331;66;4.587952811512694;-1.732645165212201;0.0;0.0;0.0;0.0;1.0
1513594452.5511653;1513594452;551165331;66;4.711463407818672;-0.9997190717260843;0.0;0.0;0.0;0.0;1.0
1513594452.7022321;1513594452;702232092;66;0.6547797444544469;-1.047119241733777;0.0;0.0;0.0;0.0;1.0
1513594452.7022321;1513594452;702232092;66;1.292857340294023;0.4412236668922366;0.0;0.0;0.0;0.0;1.0
1513594452.7022321;1513594452;702232092;66;1.149346969816698;0.6560392305895331;0.0;0.0;0.0;0.0;1.0
1513594452.7022321;1513594452;702232092;66;0.9890679495824918;0.835658983513033;0.0;0.0;0.0;0.0;1.0
1513594452.7022321;1513594452;702232092;66;0.8264462838908423;0.9754352147545245;0.0;0.0;0.0;0.0;1.0
1513594452.7022321;1513594452;702232092;66;0.6888910888136032;1.0675029063813977;0.0;0.0;0.0;0.0;1.0
1513594452.7022321;1513594452;702232092;66;0.5597125562096529;1.1456340065202129;0.0;0.0;0.0;0.0;1.0
1513594452.7022321;1513594452;702232092;66;0.31132018716929744;1.2629276647373493;0.0;0.0;0.0;0.0;1.0
1513594452.7022321;1513594452;702232092;66;0.001307487248734196;1.3467340485316173;0.0;0.0;0.0;0.0;1.0
1513594452.7022321;1513594452;702232092;66;-0.3406926758123756;1.3701837802333758;0.0;0.0;0.0;0.0;1.0
1513594452.7022321;1513594452;702232092;66;-0.7023645168485658;1.3190183470553212;0.0;0.0;0.0;0.0;1.0
1513594452.7022321;1513594452;702232092;66;-1.0769324148030186;1.175772926526568;0.0;0.0;0.0;0.0;1.0
1513594452.7022321;1513594452;702232092;66;-1.4367864764693448;0.9302380804252813;0.0;0.0;0.0;0.0;1.0
1513594452.7022321;1513594452;702232092;66;-1.5902413403522424;0.7737541942493649;0.0;0.0;0.0;0.0;1.0
1513594452.7022321;1513594452;702232092;66;-1.6808648141463576;0.6701258192996252;0.0;0.0;0.0;0.0;1.0
1513594452.7022321;1513594452;702232092;66;-1.7990202724880788;0.5056665794851508;0.0;0.0;0.0;0.0;1.0
1513594452.7022321;1513594452;702232092;66;-1.9109191153519987;0.2991102129223139;0.0;0.0;0.0;0.0;1.0
1513594452.7022321;1513594452;702232092;66;-2.0005887628967964;0.06043159636960724;0.0;0.0;0.0;0.0;1.0
1513594452.7022321;1513594452;702232092;66;-2.0582254782776377;-0.20533103476206477;0.0;0.0;0.0;0.0;1.0
1513594452.7022321;1513594452;702232092;66;-2.075358442252887;-0.493576991244239;0.0;0.0;0.0;0.0;1.0
1513594452.7022321;1513594452;702232092;66;1.529507057133755;-0.3887973962965961;0.0;0.0;0.0;0.0;1.0
1513594452.7022321;1513594452;702232092;66;1.4918827617954216;-0.08433430449455126;0.0;0.0;0.0;0.0;1.0
1513594452.7022321;1513594452;702232092;66;1.40996981072853;0.19360172421471206;0.0;0.0;0.0;0.0;1.0
1513594452.7022321;1513594452;702232092;66;4.722852720584908;-0.3617327897692767;0.0;0.0;0.0;0.0;1.0
1513594452.7022321;1513594452;702232092;66;4.659865879953094;0.1929551078306934;0.0;0.0;0.0;0.0;1.0
1513594452.7022321;1513594452;702232092;66;4.54220843921835;0.6963516028520396;0.0;0.0;0.0;0.0;1.0
1513594452.7022321;1513594452;702232092;66;4.377403015755092;1.1645731642412287;0.0;0.0;0.0;0.0;1.0
1513594452.7022321;1513594452;702232092;66;4.170388789220374;1.600805617880013;0.0;0.0;0.0;0.0;1.0
1513594452.7022321;1513594452;702232092;66;1.4968965771181368;-5.038719354168569;0.0;0.0;0.0;0.0;1.0
1513594452.7022321;1513594452;702232092;66;1.826184070476875;-4.907150130248603;0.0;0.0;0.0;0.0;1.0
1513594452.7022321;1513594452;702232092;66;2.2383453731974314;-4.715020105644889;0.0;0.0;0.0;0.0;1.0
1513594452.7022321;1513594452;702232092;66;2.628465206599994;-4.485203100363647;0.0;0.0;0.0;0.0;1.0
1513594452.7022321;1513594452;702232092;66;3.0019855989582096;-4.21353971327938;0.0;0.0;0.0;0.0;1.0
1513594452.7022321;1513594452;702232092;66;3.3615355708622534;-3.8925655522971843;0.0;0.0;0.0;0.0;1.0
1513594452.7022321;1513594452;702232092;66;3.707571465221657;-3.509777232400724;0.0;0.0;0.0;0.0;1.0
1513594452.7022321;1513594452;702232092;66;4.036209080756857;-3.046177129497913;0.0;0.0;0.0;0.0;1.0
1513594452.7022321;1513594452;702232092;66;4.340206401714386;-2.4643321805089715;0.0;0.0;0.0;0.0;1.0
1513594452.7022321;1513594452;702232092;66;4.587952811512694;-1.732645165212201;0.0;0.0;0.0;0.0;1.0
1513594452.7022321;1513594452;702232092;66;4.711463407818672;-0.9997190717260843;0.0;0.0;0.0;0.0;1.0
1513594452.7022321;1513594452;702232092;80;0.39864299441191153;-0.7277400933377426;0.0;0.0;0.0;-0.08173383564454391;0.9966541928426482
1513594452.7022321;1513594452;702232092;80;0.39864299441191153;-0.7277400933377426;0.0;0.0;0.0;-0.08173383564454391;0.9966541928426482
1513594452.7022321;1513594452;702232092;80;0.3851894599563659;-0.7066248714709418;0.0;0.0;0.0;-0.10178739647247873;0.9948061750508761
1513594452.7022321;1513594452;702232092;80;0.43095890975517864;-0.7055625745964461;0.0;0.0;0.0;-0.10045477581128967;0.9949416254317153
1513594452.7022321;1513594452;702232092;80;0.41762810744346046;-0.7147602168260911;0.0;0.0;0.0;-0.05813356967484479;0.9983088139833586
1513594452.7022321;1513594452;702232092;80;0.41762810744346046;-0.7147602168260911;0.0;0.0;0.0;-0.05813356967484479;0.9983088139833586
1513594452.7022321;1513594452;702232092;80;0.41762810744346046;-0.7147602168260911;0.0;0.0;0.0;-0.05813356967484479;0.9983088139833586
1513594452.7022321;1513594452;702232092;80;0.41762810744346046;-0.7147602168260911;0.0;0.0;0.0;-0.05813356967484479;0.9983088139833586
1513594452.7022321;1513594452;702232092;80;0.42682069575287324;-0.6852512946439886;0.0;0.0;0.0;-0.051760038550481155;0.9986595508026009
1513594452.7022321;1513594452;702232092;80;0.42682069575287324;-0.6852512946439886;0.0;0.0;0.0;-0.051760038550481155;0.9986595508026009
1513594452.855818;1513594452;855817928;66;0.6547797444544469;-1.047119241733777;0.0;0.0;0.0;0.0;1.0
1513594452.855818;1513594452;855817928;66;1.292857340294023;0.4412236668922366;0.0;0.0;0.0;0.0;1.0
1513594452.855818;1513594452;855817928;66;1.149346969816698;0.6560392305895331;0.0;0.0;0.0;0.0;1.0
1513594452.855818;1513594452;855817928;66;0.9890679495824918;0.835658983513033;0.0;0.0;0.0;0.0;1.0
1513594452.855818;1513594452;855817928;66;0.8264462838908423;0.9754352147545245;0.0;0.0;0.0;0.0;1.0
1513594452.855818;1513594452;855817928;66;0.6888910888136032;1.0675029063813977;0.0;0.0;0.0;0.0;1.0
1513594452.855818;1513594452;855817928;66;0.5597125562096529;1.1456340065202129;0.0;0.0;0.0;0.0;1.0
1513594452.855818;1513594452;855817928;66;0.31132018716929744;1.2629276647373493;0.0;0.0;0.0;0.0;1.0
1513594452.855818;1513594452;855817928;66;0.001307487248734196;1.3467340485316173;0.0;0.0;0.0;0.0;1.0
1513594452.855818;1513594452;855817928;66;-0.3406926758123756;1.3701837802333758;0.0;0.0;0.0;0.0;1.0
1513594452.855818;1513594452;855817928;66;-0.7023645168485658;1.3190183470553212;0.0;0.0;0.0;0.0;1.0
1513594452.855818;1513594452;855817928;66;-1.0769324148030186;1.175772926526568;0.0;0.0;0.0;0.0;1.0
1513594452.855818;1513594452;855817928;66;-1.4367864764693448;0.9302380804252813;0.0;0.0;0.0;0.0;1.0
1513594452.855818;1513594452;855817928;66;-1.5902413403522424;0.7737541942493649;0.0;0.0;0.0;0.0;1.0
1513594452.855818;1513594452;855817928;66;-1.6808648141463576;0.6701258192996252;0.0;0.0;0.0;0.0;1.0
1513594452.855818;1513594452;855817928;66;-1.7990202724880788;0.5056665794851508;0.0;0.0;0.0;0.0;1.0
1513594452.855818;1513594452;855817928;66;-1.9109191153519987;0.2991102129223139;0.0;0.0;0.0;0.0;1.0
1513594452.855818;1513594452;855817928;66;-2.0005887628967964;0.06043159636960724;0.0;0.0;0.0;0.0;1.0
1513594452.855818;1513594452;855817928;66;-2.0582254782776377;-0.20533103476206477;0.0;0.0;0.0;0.0;1.0
1513594452.855818;1513594452;855817928;66;-2.075358442252887;-0.493576991244239;0.0;0.0;0.0;0.0;1.0
1513594452.855818;1513594452;855817928;66;1.529507057133755;-0.3887973962965961;0.0;0.0;0.0;0.0;1.0
1513594452.855818;1513594452;855817928;66;1.4918827617954216;-0.08433430449455126;0.0;0.0;0.0;0.0;1.0
1513594452.855818;1513594452;855817928;66;1.40996981072853;0.19360172421471206;0.0;0.0;0.0;0.0;1.0
1513594452.855818;1513594452;855817928;66;4.722852720584908;-0.3617327897692767;0.0;0.0;0.0;0.0;1.0
1513594452.855818;1513594452;855817928;66;4.659865879953094;0.1929551078306934;0.0;0.0;0.0;0.0;1.0
1513594452.855818;1513594452;855817928;66;4.54220843921835;0.6963516028520396;0.0;0.0;0.0;0.0;1.0
1513594452.855818;1513594452;855817928;66;4.377403015755092;1.1645731642412287;0.0;0.0;0.0;0.0;1.0
1513594452.855818;1513594452;855817928;66;4.170388789220374;1.600805617880013;0.0;0.0;0.0;0.0;1.0
1513594452.855818;1513594452;855817928;66;1.4968965771181368;-5.038719354168569;0.0;0.0;0.0;0.0;1.0
1513594452.855818;1513594452;855817928;66;1.826184070476875;-4.907150130248603;0.0;0.0;0.0;0.0;1.0
